CONTROL_NUMBER,CARD_PROM_12,CHILDREN,DONOR_AGE,DONOR_GENDER,FILE_CARD_GIFT,FREQUENCY_STATUS_97NK,HOME_OWNER,INCOME_GROUP,LAST_GIFT_AMT,LIFETIME_CARD_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_MAX_GIFT_AMT,LIFETIME_MIN_GIFT_AMT,LIFETIME_PROM,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,MONTHS_SINCE_FIRST_GIFT,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_LAST_PROM_RESP,NUMBER_PROM_12,PCT_ATTRIBUTE1,PCT_ATTRIBUTE2,PCT_ATTRIBUTE3,PCT_ATTRIBUTE4,PCT_OWNER_OCCUPIED,PEP_STAR,PER_CAPITA_INCOME,RECENCY_STATUS_96NK,RECENT_AVG_CARD_GIFT_AMT,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_COUNT,RECENT_CARD_RESPONSE_PROP,RECENT_RESPONSE_COUNT,RECENT_RESPONSE_PROP,RECENT_STAR_STATUS,SES,URBANICITY,WEALTH_RATING
129336,6.0,4.0,51.0,F,7.0,3.0,H,5.0,15.0,24.0,,11.0,15.0,3.0,54.0,886.0,834.3503938544588,100.0,19.0,19.0,13.0,1.0,27.0,61.0,7.0,49.0,1.0,23965.0,S,13.5,14.25,2.0,0.2,4.0,0.19,1.0,1,S,8.0
90823,6.0,4.0,,U,15.0,4.0,H,5.0,8.0,31.0,146.0,28.0,8.0,1.0,79.0,625.0,291.0,130.0,17.0,17.0,13.0,0.0,67.0,74.95513968419031,0.0,67.0,1.0,14168.0,S,8.0,8.0,2.0,0.7892080790596925,5.0,0.263,1.0,3,S,6.0
80550,6.0,3.0,57.0,M,6.0,2.0,H,4.0,10.0,23.0,110.0,11.0,12.0,5.0,58.0,613.0,349.0,75.0,19.0,19.0,13.0,0.0,29.0,41.0,20.0,86.0,0.0,12060.0,A,10.5,10.33,2.0,0.182,3.0,0.136,0.0,2,R,8.0
86528,5.0,1.0,,F,16.0,3.0,U,5.0,3.0,28.0,74.0,24.0,5.0,1.0,74.0,675.0,272.0,130.0,17.0,17.0,12.0,0.0,41.0,28.0,37.0,56.0,1.0,13135.0,S,3.0,3.6,3.0,0.375,5.0,0.278,1.0,2,T,5.0
104004,6.0,2.0,,U,8.0,2.0,H,3.0,10.0,30.0,82.0,12.0,11.0,3.0,,619.0,192.0,102.0,19.0,19.0,13.0,0.0,37.0,24.0,50.0,89.0,1.0,11141.0,A,10.0,10.0,3.0,0.333,3.0,0.15,0.0,3,R,2.0
41325,6.0,3.0,34.0,F,2.0,4.0,U,,7.0,11.0,34.0,6.0,7.0,3.0,25.0,803.0,290.0,41.0,18.0,18.0,12.0,0.0,34.0,46.0,33.0,,0.0,14138.0,A,,6.2,1.0,0.167,5.0,0.333,0.0,2,S,
27589,5.0,1.0,,F,5.0,3.0,U,,5.0,21.0,51.0,10.0,10.0,3.0,51.0,889.0,449.0,100.0,17.0,17.0,11.0,0.0,35.0,40.0,29.0,87.0,1.0,19209.0,A,7.5,6.67,2.0,0.286,3.0,0.176,0.0,1,R,
27287,6.0,1.0,59.0,F,1.0,1.0,H,4.0,25.0,17.0,73.0,6.0,25.0,5.0,42.0,853.0,311.0,52.0,30.30063126232171,19.0,13.0,2.0,21.0,49.0,12.0,15.0,0.0,18500.0,A,0.0,-16.95887218800771,0.0,0.0,2.0,0.095,0.0,2,T,7.0
8768,6.0,4.0,78.0,M,15.0,4.0,H,4.0,13.0,35.0,378.0,30.0,25.0,5.0,102.0,1547.0,516.0,123.0,17.0,17.0,16.0,0.0,0.0,0.0,0.0,93.0,,13896.0,S,12.4,12.43,5.0,0.455,7.0,0.333,1.0,?,?,7.0
185765,6.0,1.0,86.0,F,13.0,1.0,U,1.0,25.0,24.0,671.0,21.0,50.0,12.0,65.0,2414.0,237.0,69.0,9.0,26.0,17.0,0.0,9.0,0.0,64.0,39.0,1.0,9078.0,A,43.0,42.25,2.0,0.182,4.0,0.182,4.0,2,S,0.0
96951,6.0,3.0,,M,4.0,2.0,U,,15.0,20.0,90.0,10.0,15.0,5.0,60.0,,467.0,89.0,18.0,21.0,14.0,0.0,22.0,33.0,22.0,50.0,0.0,19120.0,A,12.0,12.0,2.0,0.286,2.0,0.118,0.0,1,C,
188734,2.0,3.0,,U,12.0,4.0,U,1.0,5.0,11.0,86.0,16.0,10.0,5.0,25.0,3500.0,269.0,65.0,17.0,17.0,5.0,87.0,7.0,,2.0,0.0,1.0,8815.0,E,5.0,5.0,3.0,0.7892080790596925,5.0,0.625,1.0,2,T,1.0
101350,6.0,3.0,,F,17.0,2.0,U,,11.0,33.0,198.0,30.0,25.0,2.0,80.0,452.0,243.0,130.0,18.0,18.0,13.0,0.0,16.0,50.0,12.0,76.0,1.0,10696.0,S,0.0,9.0,0.0,0.0,2.0,0.1,1.0,2,T,5.0
13125,6.0,1.0,108.93426092026507,F,13.0,3.0,U,1.0,16.0,34.0,172.2,21.0,16.0,5.0,86.0,591.0,195.0,113.0,19.0,19.0,23.0,0.0,0.0,0.0,0.0,,1.0,11733.0,S,8.33,9.17,3.0,0.273,6.0,0.273,1.0,?,?,
162767,6.0,2.0,80.0,M,8.0,3.0,U,,35.0,21.0,125.0,9.0,35.0,3.0,52.0,2727.0,433.0,79.0,15.0,15.0,14.0,0.0,51.0,42.0,0.0,65.0,1.0,16209.0,A,18.67,22.75,3.0,0.333,4.0,0.235,0.0,2,S,5.0
6555,9.0,0.0,79.0,M,13.0,4.0,H,6.0,10.0,37.0,555.0,91.0,15.0,5.0,,3125.0,616.0,230.0,5.0,17.0,39.0,0.0,19.0,15.0,64.0,67.0,1.0,37628.0,S,12.5,11.67,4.0,0.364,,0.316,1.0,1,C,9.0
42674,5.0,4.0,73.0,M,9.0,1.0,U,2.0,10.0,29.0,127.0,14.0,15.0,5.0,71.0,638.0,239.0,131.0,17.0,17.0,12.0,0.0,-3.9914826375319876,0.0,99.0,98.0,1.0,15022.0,A,10.0,10.0,1.0,0.125,2.0,0.111,0.0,3,C,6.0
168171,6.0,3.0,52.0,F,8.0,3.0,,,10.0,28.0,190.0,14.0,20.0,,64.0,3938.0,203.0,122.0,,18.0,13.0,0.0,41.0,21.0,44.0,93.0,1.0,15598.0,S,11.67,10.0,3.0,0.273,5.0,0.238,1.0,2,C,3.0
42478,4.0,4.0,73.0,F,0.0,1.0,H,4.0,15.0,11.0,37.0,3.0,15.0,10.0,31.0,424.0,251.0,52.0,18.0,18.0,11.0,0.0,42.0,41.0,36.0,84.0,0.0,11431.0,A,0.0,15.0,0.0,0.0,1.0,0.091,0.0,2,T,3.0
180752,6.0,2.0,58.0,M,8.0,3.0,H,,9.0,23.0,74.0,12.0,9.0,2.0,54.0,2800.0,368.0,80.0,16.0,16.0,,0.0,45.0,24.0,60.0,80.0,1.0,25386.0,A,8.5,7.75,2.0,0.222,4.0,0.2,0.0,1,C,
107039,6.0,2.0,82.0,M,10.0,1.0,H,6.0,15.0,30.0,145.0,17.0,15.0,3.0,78.0,2971.0,1500.0,129.0,21.0,21.0,12.0,0.0,23.0,38.0,0.0,98.0,1.0,69768.0,A,15.0,15.0,1.0,0.111,1.0,0.053,18.0,1,S,9.0
95903,6.0,2.0,49.0,M,2.0,3.0,H,6.0,17.0,11.0,64.0,4.0,17.0,15.0,26.0,405.0,258.0,28.0,17.0,17.0,13.0,0.0,29.0,31.0,34.0,76.0,0.0,11579.0,A,16.0,16.0,2.0,0.286,4.0,0.286,0.0,2,R,
63941,6.0,2.0,,F,14.0,2.0,U,,10.0,31.0,155.0,19.0,13.0,2.0,73.0,700.0,379.0,124.0,21.0,,12.0,0.0,29.0,28.0,19.0,86.0,1.0,13332.0,S,10.25,10.8,4.0,0.364,5.0,0.25,1.0,2,R,7.0
13089,5.0,4.0,35.0,F,1.0,1.0,H,4.0,25.0,21.0,222.0,11.0,30.0,0.0,84.0,782.0,462.0,65.0,5.0,26.0,34.0,0.0,26.0,43.0,,90.0,0.0,15816.0,A,0.0,25.5,0.0,0.0,2.0,0.091,0.0,2,T,6.0
86020,6.0,4.0,69.0,,12.0,2.0,H,2.0,52.54127948699768,32.0,176.0,18.0,22.0,5.0,79.0,422.0,188.0,128.0,17.0,17.0,13.0,0.0,50.0,28.0,49.0,60.0,1.0,7738.0,S,17.5,19.0,2.0,0.2,3.0,0.15,8.58948326848196,3,C,1.0
158307,6.0,3.0,,F,3.0,3.0,U,,10.0,12.0,25.0,4.0,67.83365696241412,3.0,31.0,4750.0,388.0,41.0,16.0,16.0,14.0,0.0,0.0,0.0,0.0,60.0,0.0,20761.0,A,8.5,7.33,2.0,0.286,3.0,0.176,,1,S,
93684,6.0,3.0,55.0,M,4.0,3.0,H,4.0,11.0,23.0,71.0,8.0,12.0,5.0,,595.0,385.0,104.0,15.0,15.0,12.0,0.0,23.0,42.0,44.0,94.0,0.0,12802.0,A,11.0,11.25,2.0,,4.0,0.222,,2,U,5.0
110894,4.0,4.0,74.0,M,2.0,1.0,H,2.0,15.0,12.0,33.0,3.0,15.0,3.0,32.0,497.0,318.0,45.0,17.0,17.0,10.0,0.0,35.0,32.0,49.0,85.0,0.0,12611.0,A,15.0,15.0,1.0,0.143,1.0,0.063,0.0,2,T,8.0
15945,4.0,4.0,67.0,M,2.0,1.0,H,2.0,20.0,8.0,40.0,2.0,20.0,20.0,19.0,405.0,155.0,29.0,23.0,23.0,10.0,0.0,25.0,21.0,33.0,59.0,0.0,11875.0,A,20.0,20.0,2.0,0.4,2.0,0.2,0.0,2,T,
74969,5.0,3.0,75.0,F,7.0,2.0,U,2.0,11.0,24.0,132.0,17.0,12.0,3.0,65.0,399.0,266.0,110.0,16.0,16.0,12.0,0.0,30.0,32.0,35.0,69.0,1.0,11596.0,,11.0,11.0,2.0,0.25,3.0,0.158,0.0,2,R,6.0
177003,5.0,0.0,75.0,F,3.0,2.0,H,2.0,12.0,22.0,74.0,11.0,12.0,,54.0,678.0,199.0,95.0,15.0,15.0,12.0,0.0,44.0,22.0,52.0,70.0,0.0,11052.0,A,12.0,11.0,1.0,0.125,2.0,,0.0,2,R,
19364,6.0,2.0,70.0,F,1.0,2.0,H,5.0,20.84,17.0,115.84,7.0,20.84,10.0,41.0,435.0,264.0,45.0,18.0,18.0,15.0,0.0,35.0,35.0,56.0,61.0,0.0,13064.0,A,0.0,20.28,0.0,0.0,3.0,0.136,0.0,2,C,4.0
88424,6.0,0.0,57.0,M,,3.0,U,6.0,25.0,11.0,87.0,5.0,,10.0,26.0,1823.0,656.0,30.0,18.0,20.0,13.0,0.0,29.0,42.0,30.0,93.0,1.0,26498.0,A,17.33,17.33,3.0,0.429,3.0,0.231,,1,S,
127498,6.0,0.0,77.0,F,2.0,1.0,H,7.0,50.0,15.0,90.0,3.0,50.0,15.0,41.0,1223.0,360.0,65.0,25.0,25.0,12.0,0.0,28.0,30.0,27.0,39.0,0.0,24285.0,A,,37.5,1.0,0.143,2.0,0.133,0.0,1,S,8.0
178315,4.0,2.0,32.0,F,2.0,1.0,U,6.0,15.0,12.0,31.0,3.0,15.0,5.0,31.0,2626.0,736.0,45.0,18.0,18.0,10.0,0.0,33.0,44.0,24.0,94.0,0.0,33682.0,A,0.0,15.0,0.0,0.0,1.0,0.059,0.0,,S,
144729,6.0,1.0,81.0,M,5.0,2.0,H,5.0,10.0,23.0,89.0,7.0,20.0,5.0,55.0,5444.0,816.0,75.0,30.30063126232171,18.0,13.0,0.0,36.0,33.0,40.0,87.0,0.0,42502.0,A,13.33,14.25,3.0,0.3,4.0,0.2,0.0,1,S,9.0
33455,4.0,4.0,48.0,M,9.0,1.0,H,2.0,16.0,27.0,144.0,16.0,16.0,5.0,71.0,702.0,314.0,121.0,19.0,19.0,11.0,0.0,31.0,36.0,19.0,74.0,1.0,15219.0,A,0.0,16.0,0.0,0.0,1.0,0.067,0.0,2,T,7.0
54796,6.0,0.0,55.0,F,3.0,3.0,H,7.0,10.0,16.0,59.0,9.0,10.0,3.0,38.0,386.0,121.0,45.0,19.0,19.0,12.0,0.0,24.0,24.0,51.0,44.0,1.0,5968.0,S,10.0,8.25,1.0,0.1,4.0,0.19,1.0,3,T,
13697,6.0,1.0,87.0,M,5.0,2.0,U,2.0,10.0,26.0,94.0,13.0,17.0,2.0,77.0,742.0,-190.64225672733522,93.0,19.0,21.0,27.0,2.0,19.0,41.0,31.0,51.0,0.0,12926.0,A,17.0,12.33,1.0,0.1,,0.15,0.0,2,C,7.0
90266,6.0,4.0,47.0,F,0.0,1.0,,4.0,25.0,11.0,45.0,2.0,25.0,20.0,24.0,1014.0,357.0,28.0,18.0,18.0,13.0,1.0,,20.0,26.0,46.0,0.0,17090.0,A,0.0,22.5,0.0,0.0,2.0,0.143,0.0,2,S,
138411,5.0,0.0,48.0,F,1.0,1.0,H,7.0,20.0,6.0,20.0,1.0,20.0,20.0,14.0,1206.0,390.0,16.0,16.0,,12.0,1.0,36.0,37.0,31.0,95.0,0.0,17214.0,F,20.0,20.0,1.0,0.5,1.0,0.2,0.0,1,T,
11148,6.0,0.0,49.0,F,12.0,3.0,U,,10.0,27.0,415.0,38.0,15.0,5.0,81.0,936.0,,93.0,18.0,23.0,16.0,0.0,26.0,30.0,35.0,58.0,1.0,12022.0,S,13.0,13.0,3.0,0.273,4.0,0.211,1.0,2,S,4.0
101823,6.0,1.0,60.0,F,11.0,1.0,H,5.0,20.0,29.0,150.0,15.0,20.0,5.0,75.0,688.0,384.0,125.0,17.0,17.0,,1.0,42.0,20.0,43.0,94.0,1.0,15785.0,A,20.0,20.0,1.0,0.111,1.0,0.053,0.0,2,C,7.0
54772,5.0,1.0,53.0,M,1.0,1.0,H,2.0,20.0,6.0,20.0,1.0,20.0,,13.0,432.0,209.0,,16.0,16.0,11.0,,26.0,24.0,33.0,77.0,0.0,9666.0,F,20.0,20.0,1.0,0.5,1.0,0.2,0.0,3,R,
138899,6.0,4.0,80.0,F,4.0,1.0,H,1.0,30.0,-7.188999042565584,120.0,7.0,30.0,5.0,53.0,688.0,173.0,77.0,24.0,24.0,11.0,0.0,49.0,,50.0,72.0,0.0,9254.0,A,30.0,30.0,2.0,,2.0,0.091,0.0,3,T,2.0
11462,6.0,0.0,79.0,M,12.0,1.0,H,5.0,52.54127948699768,26.0,152.0,16.0,15.0,5.0,87.0,2849.0,680.0,89.0,22.0,22.0,22.0,2.0,23.0,38.0,37.0,95.0,,25814.0,A,12.5,12.5,4.0,0.364,4.0,0.19,4.0,1,C,3.0
36682,6.0,2.0,39.0,,1.0,2.0,H,6.0,15.0,13.0,35.0,4.0,15.0,5.0,30.0,2042.0,525.0,39.0,20.0,20.0,12.0,0.0,29.0,36.0,41.0,92.0,0.0,29234.0,A,15.0,10.0,1.0,0.125,3.0,0.158,0.0,1,S,
24644,4.0,3.0,45.0,F,3.0,1.0,H,5.0,17.0,16.0,49.0,6.0,17.0,5.0,42.0,866.0,399.0,109.0,23.0,23.0,10.0,0.0,35.0,32.0,27.0,88.0,0.0,10550.0,A,17.0,17.0,1.0,0.167,1.0,0.063,0.0,2,T,
54123,6.0,4.0,,F,9.0,4.0,H,5.0,5.0,,100.0,20.0,6.0,2.0,63.0,452.0,193.0,87.0,19.0,19.0,13.0,0.0,29.0,31.0,31.0,66.0,1.0,9283.0,S,5.6,5.57,5.0,0.5,7.0,0.389,1.0,2,T,3.0
152565,6.0,1.0,,M,6.0,1.0,U,,16.0,21.0,77.0,7.0,16.0,5.0,53.0,1556.0,259.0,77.0,24.0,24.0,11.0,6.0,43.0,35.0,60.0,92.0,1.0,14141.0,A,16.0,15.0,1.0,0.111,2.0,-0.18176697640128311,0.0,3,S,
665,11.0,3.0,53.0,F,1.0,2.0,H,3.0,15.0,29.0,164.0,12.0,20.0,10.0,75.0,742.0,369.0,73.0,16.0,16.0,27.0,1.0,35.0,32.0,11.0,89.0,-0.5298607009385796,13642.0,A,0.0,18.33,0.0,0.0,3.0,0.143,0.0,2,T,5.0
74914,6.0,1.0,,F,14.0,4.0,U,2.0,6.0,31.0,107.0,22.0,8.0,2.0,70.0,424.0,192.0,116.0,19.0,19.0,11.0,0.0,33.0,32.0,54.0,60.0,1.0,9497.0,S,7.0,6.43,3.0,0.273,7.0,0.333,1.0,2,T,0.0
47212,6.0,2.0,73.0,F,15.0,2.0,H,9.490799005783057,10.0,28.0,142.0,19.0,12.0,3.0,71.0,695.0,310.0,113.0,16.0,16.0,13.0,1.0,38.0,10.0,53.0,65.0,1.0,18061.0,S,9.33,9.33,,0.333,3.0,0.167,1.0,2,C,8.0
106184,2.0,3.0,,F,8.0,1.0,U,2.0,10.0,25.0,143.0,16.0,12.0,5.0,,168.0,190.0,124.0,16.0,16.0,6.0,0.0,25.0,22.0,45.0,80.0,1.0,9820.0,A,0.0,10.0,0.0,0.0,2.0,0.143,0.0,3,R,0.0
153718,6.0,2.0,46.0,F,1.0,2.0,H,3.0,25.0,8.0,50.0,2.0,25.0,25.0,19.0,1804.0,494.0,23.0,17.0,17.0,13.0,4.0,33.0,48.0,13.0,70.0,0.0,15696.0,N,25.0,25.0,1.0,0.25,2.0,0.25,0.0,2,C,
53295,4.0,1.0,43.0,F,1.0,1.0,H,3.0,15.0,9.0,25.0,2.0,15.0,10.0,22.0,470.0,235.0,31.0,26.0,26.0,10.0,0.0,28.0,20.0,40.0,67.0,0.0,8963.0,A,10.0,12.5,1.0,0.167,2.0,0.143,0.0,3,U,
49464,4.0,,52.0,M,1.0,1.0,H,7.0,25.0,6.0,25.0,1.0,25.0,25.0,15.0,828.0,478.0,23.0,23.0,23.0,10.0,3.0,29.0,47.0,33.0,85.0,0.0,16643.0,N,25.0,25.0,1.0,0.333,-3.222147520992378,0.143,0.0,1,S,
96273,6.0,4.0,,M,,1.0,U,,15.0,16.0,61.0,5.0,20.0,3.0,36.0,444.0,85.0,41.0,18.0,18.0,13.0,0.0,15.0,22.0,19.0,11.0,0.0,10235.0,A,10.0,12.67,1.0,0.091,3.0,0.136,0.0,3,C,
76398,3.0,1.0,47.0,F,1.0,1.0,U,4.0,15.0,7.0,,1.0,15.0,15.0,17.0,996.0,260.0,25.0,25.0,25.0,7.0,0.0,10.0,14.0,30.0,58.0,0.0,12465.0,N,15.0,15.0,1.0,0.2,1.0,0.083,0.0,1,C,
57940,5.0,0.0,45.0,F,2.0,1.0,H,2.0,20.0,10.0,30.0,2.0,20.0,10.0,23.0,390.0,257.0,28.0,16.0,16.0,12.0,0.0,42.0,27.0,49.0,75.0,0.0,11072.0,A,15.0,15.0,2.0,0.333,2.0,0.154,0.0,3,C,
50498,6.0,4.0,30.0,M,4.0,1.0,H,4.0,16.0,19.0,62.0,6.0,16.0,5.0,52.0,510.0,173.0,77.0,17.0,17.0,13.0,0.0,32.0,23.0,86.3873337342539,41.0,0.0,18864.0,A,16.0,16.0,1.0,0.143,1.0,0.059,0.0,2,C,
50546,6.0,4.0,49.0,F,5.0,1.0,H,2.0,20.0,21.0,108.0,7.0,20.0,10.0,53.0,676.0,423.0,57.0,21.0,21.0,13.0,0.0,25.0,40.0,10.0,84.0,1.0,13311.0,A,,20.0,2.0,0.182,2.0,0.095,4.0,2,R,5.0
62760,5.0,4.0,,M,15.0,3.0,,2.0,5.0,27.0,74.0,20.0,5.0,2.0,71.0,397.0,297.0,,16.0,16.0,15.0,0.0,19.0,30.0,38.0,85.0,1.0,11981.0,S,4.33,4.33,3.0,0.429,3.0,0.176,1.0,2,R,
176107,6.0,1.0,68.0,F,11.0,2.0,H,5.0,21.0,32.0,173.0,15.0,21.0,-19.459032265221893,74.0,926.0,369.0,128.0,5.638496180153858,15.0,13.0,0.0,36.0,30.0,36.0,88.0,1.0,15118.0,,-22.18824197171306,45.94938558210868,2.0,0.222,3.0,0.15,0.0,2,T,7.0
15270,5.0,1.0,57.0,M,13.0,3.0,U,7.0,5.0,25.0,64.0,18.0,5.0,3.0,,560.0,269.0,118.0,18.0,18.0,11.0,0.0,23.0,,32.0,79.0,1.0,11848.0,S,3.67,4.0,3.0,0.7892080790596925,4.0,0.222,1.0,2,R,4.0
89364,3.0,2.0,52.0,F,1.0,1.0,H,7.0,20.0,11.0,35.0,2.0,20.0,15.0,30.0,,421.0,,26.0,26.0,8.0,0.0,42.0,34.0,32.0,88.0,0.0,12217.0,E,0.0,20.0,0.0,0.0,1.0,0.063,0.0,2,C,6.0
37321,6.0,1.0,84.0,M,7.0,2.0,H,1.0,17.0,24.0,152.0,12.0,20.0,5.0,59.0,925.0,309.0,75.0,24.0,24.0,11.0,0.0,47.0,7.0,80.0,87.0,1.0,19918.0,A,17.67,17.5,3.0,0.273,4.0,0.19,0.0,2,C,6.0
102942,6.0,1.0,77.0,M,15.0,1.0,U,2.0,15.0,34.0,281.0,34.0,15.0,5.0,,547.0,249.0,126.0,17.0,17.0,14.0,0.0,34.0,27.0,41.0,75.0,2.0036085611535746,12710.0,A,15.0,15.0,1.0,0.091,3.0,0.136,8.0,2,T,4.0
75593,4.0,0.0,80.0,F,16.0,1.0,U,,11.0,28.0,82.0,17.0,11.0,2.0,73.0,381.0,279.0,122.0,21.0,21.0,10.0,3.0,38.0,42.0,18.0,84.0,1.0,14126.0,A,10.0,10.0,2.0,0.286,2.0,0.118,3.0,2,T,2.0
59906,5.0,0.0,67.0,F,3.0,4.0,H,5.0,7.0,20.0,79.0,13.0,9.0,,53.0,796.0,367.0,75.0,15.0,15.0,12.0,0.0,39.0,24.0,29.0,46.0,1.0,19983.0,S,7.0,7.57,1.0,0.125,7.0,0.412,1.0,3,C,1.0
20035,4.0,4.0,75.0,M,1.0,1.0,H,2.0,20.0,6.0,20.0,1.0,20.0,20.0,15.0,599.0,262.0,20.0,20.0,20.0,10.0,53.0,17.0,61.0,13.0,38.0,0.0,10064.0,F,20.0,20.0,1.0,0.333,1.0,0.143,0.0,2,T,
165180,6.0,4.0,36.0,M,6.0,2.0,H,6.0,,25.0,146.0,9.0,-33.486286143665865,5.0,65.0,4511.0,840.0,89.0,20.0,20.0,14.0,0.0,21.0,48.0,19.0,91.0,0.0,28752.0,A,25.0,25.0,2.0,0.182,3.0,0.136,0.0,1,S,8.0
29816,,2.0,,M,1.0,2.0,U,,10.0,11.0,45.0,3.0,20.0,10.0,25.0,703.0,299.0,31.0,19.0,19.0,12.0,1.0,32.0,74.95513968419031,20.0,46.0,,13628.0,A,15.0,15.0,1.0,0.143,3.0,0.231,0.0,3,C,
163333,6.0,4.0,,F,1.0,2.0,U,5.0,22.0,9.0,42.0,2.0,22.0,20.0,,4213.0,407.0,24.0,17.0,17.0,12.0,0.0,21.0,15.0,55.0,56.0,0.0,29119.0,N,20.0,21.0,1.0,0.2,2.0,0.182,0.0,1,U,
13188,6.0,1.0,47.0,F,9.0,1.0,U,2.0,100.0,27.0,519.0,11.0,100.0,20.0,90.0,679.0,236.0,93.0,21.0,21.0,29.0,0.0,1.0,99.0,0.0,84.0,1.0,6997.0,A,87.5,87.5,2.0,0.182,2.0,0.095,16.0,3,R,3.0
176850,4.0,3.0,60.0,U,9.0,,U,,15.0,19.0,187.0,19.0,15.0,5.0,45.0,920.0,255.0,89.0,22.0,22.0,6.0,1.0,44.0,28.0,41.0,65.0,1.0,12911.0,S,15.0,15.0,1.0,0.125,2.0,0.143,1.0,2,T,4.0
110454,4.0,4.0,,F,1.0,1.0,U,,15.0,9.0,30.0,2.0,15.0,15.0,25.0,433.0,150.0,33.0,17.0,17.0,12.0,0.0,9.0,0.0,41.0,34.0,0.0,9863.0,A,15.0,15.0,1.0,,2.0,0.133,0.0,1,T,
81014,6.0,2.0,,M,8.0,4.0,U,,15.0,34.0,268.0,22.0,20.0,5.0,74.0,807.0,227.0,126.0,17.0,17.0,14.0,0.0,53.0,22.0,38.0,85.0,1.0,12847.0,S,15.0,15.14,2.0,0.182,7.0,0.318,1.0,2,R,0.0
137300,6.0,0.0,,M,2.0,2.0,H,2.0,20.0,20.0,105.0,6.0,20.0,10.0,56.0,694.0,244.0,64.0,18.0,18.0,13.0,1.0,38.0,29.0,43.0,82.0,0.0,11060.0,A,20.0,18.33,1.0,0.1,3.0,0.143,0.0,2,R,2.0
161135,6.0,1.0,,M,3.0,3.0,U,1.0,11.0,14.0,44.0,5.0,11.0,5.0,33.0,671.0,222.0,42.0,20.0,20.0,12.0,0.0,40.0,25.0,48.0,59.0,0.0,8459.0,A,11.0,9.75,2.0,0.222,4.0,,0.0,2,T,
47889,5.0,3.0,80.0,,7.0,1.0,U,,11.0,29.0,139.0,20.0,11.0,3.0,72.0,871.0,282.0,130.0,18.0,18.0,16.0,1.0,46.0,17.0,47.0,76.0,1.0,,A,0.0,10.0,0.0,0.0,2.0,0.105,10.0,3,C,6.0
46322,6.0,3.0,33.0,M,,3.0,U,3.0,10.0,15.0,64.0,,15.0,5.0,34.0,997.0,299.0,43.0,23.0,23.0,12.0,0.0,55.0,5.0,74.0,93.0,1.0,17990.0,A,10.5,10.4,4.0,0.4,5.0,0.238,0.0,2,C,
138814,4.0,2.0,43.0,F,7.0,4.0,H,2.0,6.0,13.0,97.0,10.0,20.0,5.0,31.0,940.0,203.0,45.0,18.0,21.0,9.0,0.0,40.0,36.0,44.0,70.0,1.0,13487.0,A,12.8,12.33,5.0,0.556,6.0,0.375,0.0,2,T,2.0
150268,6.0,3.0,,F,3.0,4.0,H,2.0,13.0,9.0,55.0,4.0,20.0,10.0,24.0,1598.0,491.0,24.0,16.0,16.0,14.0,0.0,29.0,62.0,10.0,57.0,1.0,14309.0,N,11.67,13.75,3.0,0.6,4.0,0.4,0.0,2,U,
23765,6.0,1.0,61.0,F,6.0,3.0,H,5.0,6.0,28.0,59.0,15.0,6.0,2.0,62.0,589.0,256.0,112.0,20.0,20.0,11.0,4.0,31.0,34.0,28.0,51.0,1.0,11177.0,A,5.0,5.0,2.0,0.182,5.0,0.238,0.0,2,T,
24247,,3.0,,M,1.0,,U,,15.0,5.0,15.0,1.0,15.0,15.0,13.0,450.0,190.0,16.0,16.0,16.0,11.0,2.0,25.0,38.0,14.0,65.0,0.0,9089.0,F,15.0,15.0,1.0,0.5,1.0,0.2,0.0,3,T,
46034,6.0,3.0,21.0,F,2.0,4.0,H,4.0,10.0,9.0,40.0,4.0,14.0,6.0,24.0,1319.0,473.0,24.0,18.0,21.0,15.0,0.0,40.0,42.0,86.3873337342539,96.0,0.0,19407.0,N,12.0,-16.95887218800771,2.0,0.4,2.0,0.2,0.0,,C,
25040,5.0,2.0,,F,1.0,1.0,U,,20.0,10.0,35.0,2.0,20.0,15.0,20.0,418.0,254.0,27.0,19.0,19.0,11.0,0.0,33.0,41.0,37.0,87.0,0.0,9690.0,A,15.0,17.5,1.0,0.143,2.0,0.154,0.0,2,R,
137205,6.0,2.0,79.0,F,3.0,1.0,H,6.0,24.0,21.0,110.0,6.0,24.0,10.0,52.0,660.0,202.0,68.0,18.0,18.0,13.0,0.0,64.0,14.0,81.0,93.0,,14800.0,A,0.0,24.0,0.0,0.0,1.0,0.053,0.0,2,C,2.0
147804,5.0,3.0,57.0,F,1.0,1.0,H,7.0,25.0,6.0,25.0,1.0,25.0,25.0,14.0,3694.0,421.0,17.0,17.0,17.0,11.0,1.0,28.0,38.0,24.0,77.0,0.0,28021.0,,,25.0,1.0,0.5,1.0,0.2,0.0,1,C,
170998,4.0,3.0,83.0,F,5.0,,U,1.0,10.0,16.0,122.0,12.0,20.0,5.0,36.0,621.0,250.0,56.0,23.0,33.0,9.0,0.0,33.0,31.0,48.0,64.0,1.0,10599.0,A,17.0,17.0,1.0,0.167,1.0,0.125,7.0,2,R,3.0
